epoch	loss	acc	val_loss	val_acc
0	0.23337545726326311	0.9042153262371381	0.18846558760374021	0.9276175774060763
1	0.14550252541224062	0.9410817977463268	0.12803999055176973	0.9490445179817004
2	0.12195227903217754	0.9506756304493479	0.10772719843169817	0.9568196871341803
3	0.10595173906694431	0.9573684111049854	0.09807467388992126	0.9617807742876884
4	0.09467352309290047	0.962068940890526	0.08534071853575416	0.9660544089781933
5	0.08551187856446586	0.9659012102660364	0.07981448794882266	0.9688405470970349
6	0.07870003427155972	0.9687256248531774	0.07364843095628879	0.9711981553297776
7	0.07332521895655156	0.9709546115596589	0.07007109431120065	0.9724467625984778
8	0.06892322676176538	0.9727416362810495	0.06505392390327194	0.9747591354908087
9	0.0655196500421321	0.9741760873674445	0.06139600913350781	0.9761524628370236
10	0.06231232212213635	0.9754527161643848	0.06039806346719464	0.9763731070053883
11	0.05956166270904487	0.9766078007311304	0.05731327606078524	0.9776277297582382
12	0.056905474537228155	0.9776786136386977	0.055809233039139934	0.9787807831397424
13	0.05502538255859232	0.9784484474124476	0.05588120544472566	0.9789018844946836
14	0.053076911309466554	0.9792564281588537	0.055433912632557064	0.9788667544340476
15	0.05162275781484335	0.9798349193121384	0.05471246744482181	0.9793660610150068
16	0.05025777165362757	0.9803814815934419	0.05199840132338114	0.9804376180355365
17	0.04864176357591933	0.9810262074698729	0.0508488553444831	0.9807671583615817
18	0.04755749240968029	0.98148006035639	0.0510889023112563	0.9806152612735064
19	0.0463588464470294	0.9819950468894516	0.05070149497343944	0.9810339609781901
20	0.045422457463532614	0.9823499350463714	0.05301441560284449	0.9804280812923725
21	0.044505375026905866	0.9827373502236469	0.050617458865953945	0.9813857628748968
22	0.04348639531122047	0.9831333604807818	0.049938195217878394	0.9819159568884434
23	0.04282764816464345	0.9833904766015502	0.048532787967138946	0.9820423890382816
24	0.04227544938774794	0.9836277781565784	0.04862790519538789	0.9820920473490006
25	0.041173916854320904	0.984061565447214	0.04821433172895549	0.982516518005958
26	0.040626443453339545	0.9842824239274417	0.04739089193753898	0.9828199759507791
27	0.04026156803006564	0.9844220327189948	0.048109913465734094	0.9830806805537298
28	0.039359293289257385	0.9847872587535483	0.04716578823848604	0.9829871379412137
29	0.03899971243247427	0.9849221676362852	0.047710087830917194	0.9830004802116981
30	0.038411405739803756	0.9851684282048223	0.0465728491723824	0.9830279931043967
31	0.038017279947040516	0.9853083432771698	0.04548359760202658	0.9834489272190974
32	0.0378500341674693	0.9853695453864801	0.04632282141261758	0.983689668851021
33	0.03675627428334516	0.9858130519876552	0.04804333976398294	0.9835250438787998
34	0.03651386973746027	0.985895589256767	0.04661744693891169	0.9839266294088119
35	0.0362582687729552	0.9860021245269391	0.04599010912128366	0.9839290288778452
36	0.03572592358116614	0.9862054421259113	0.04541100569976828	0.9838186655289087
37	0.03595328643936804	0.9861105479281255	0.04476475783695395	0.9842022260030111
38	0.03501287998833344	0.9864873717954237	0.044098105830832936	0.9842676321665446
39	0.0349760095586517	0.9864934109320268	0.04592913050108995	0.9842703464703683
40	0.03443437752546156	0.9867115513203426	0.04600767765003137	0.9841680190502069
41	0.03414235106887535	0.9868198137739743	0.04730239279496555	0.9837819154445941
42	0.034251533136691346	0.9867669893452142	0.04399250257903567	0.9846719747934586
43	0.03398108553207041	0.9868739990503421	0.044820177368819714	0.9844697285921146
44	0.03324696152313831	0.9871623978506708	0.04366781276005965	0.9848029002165183
45	0.03292391780923386	0.9872933190775759	0.044931927869000875	0.9845907474175478
46	0.03280509611643306	0.9873309015326897	0.04540000529959798	0.9844976296791663
47	0.032770381180067504	0.987327951628255	0.045002337222775586	0.9847602997070704
48	0.03241182302338275	0.9874756522382837	0.04374385219759857	0.9845576469714825
49	0.03246747674443935	0.9874493853571433	0.04502889664413837	0.9846436793987567
